"","plot","latitude","longitude","area","subsamples","area_m2","Last_fire_y_ago","collection_date","biome","nativeness","warning","delta15N","N_conc_g_kg","P_conc_mg_kg","abund","richness","mold_Eurotiales_Abundance","mold_Mortierellales_Abundance","mold_Mucorales_Abundance","mold_Trichoderma_Abundance","mold_Umbelopsidales_Abundance","lat","lon","sample_name","study_id","raster_value","adiv_richness_new","adiv_chao1_new","adiv_shannon_new","subtype","value"
"86","AV115",-4.01,-69.9,"Colombia:Amazonas:El Zafire",40,"2500","100","2012-04","forest: tropical broadleaf forest biome","","molds_above_5SD_median","-0.260381817","16.26567139","91.71832131",12281,763,7.458676004,3.998045762,0.016285319,1.88095432,44.65434411,-4.01,-69.9,"AV115","AV",20581,239,460.809523809524,3.14909374257203,"broadleaf",3.14909374257203
"87","AV116",-4.01,-69.9,"Colombia:Amazonas:El Zafire",40,"2500","100","2012-04","forest: tropical broadleaf forest biome","","","1.096349865","6.513765982","46.96569921",9370,953,42.20917823,0.010672359,0.010672359,11.25933831,0.042689434,-4.01,-69.9,"AV116","AV",20581,301,714.162790697674,4.12738065256769,"broadleaf",4.12738065256769
"88","AV117",-4.01,-69.9,"Colombia:Amazonas:El Zafire",40,"2500","100","2012-04","forest: tropical broadleaf forest biome","","molds_above_5SD_median","0.436649701","6.471938632","31.2335958",8891,688,31.7961984,0.528624452,0,1.585873355,48.50972894,-4.01,-69.9,"AV117","AV",20581,243,497.634146341463,3.19775288064102,"broadleaf",3.19775288064102
"89","AV118",-4.01,-69.9,"Colombia:Amazonas:El Zafire",40,"2500","100","2012-04","forest: tropical broadleaf forest biome","","molds_above_5SD_median","-0.457637786","13.38485809","124.7355574",7296,451,15.30975877,1.384320175,0,2.384868421,67.28344298,-4.01,-69.9,"AV118","AV",20581,179,336.8125,2.66174911216245,"broadleaf",2.66174911216245
"90","AV119",-4,-69.9,"Colombia:Amazonas:El Zafire",40,"2500","100","2012-04","forest: tropical broadleaf forest biome","","","-0.14469265","14.36541161","53.94376205",7408,1122,5.264578834,2.578293737,0.674946004,12.99946004,12.81047516,-4,-69.9,"AV119","AV",23229,460,841,4.71570216444913,"broadleaf",4.71570216444913
"91","AV120",-4,-69.89,"Colombia:Amazonas:El Zafire",40,"2500","100","2012-04","forest: tropical broadleaf forest biome","","","4.614959533","9.251236736","21.67889161",11198,1052,6.268976603,9.269512413,0,4.759778532,0.125022325,-4,-69.89,"AV120","AV",25674,503,760.142857142857,5.42401022508565,"broadleaf",5.42401022508565
"92","AV121",-4,-69.9,"Colombia:Amazonas:El Zafire",40,"2500","100","2012-04","forest: tropical broadleaf forest biome","","molds_above_5SD_median","3.150859543","16.92791037","45.01057295",16240,3036,83.8546798,0.092364532,0,1.884236453,0.006157635,-4,-69.9,"AV121","AV",23229,604,2362.984375,4.46473753222173,"broadleaf",4.46473753222173
"93","AV122",-4.05,-69.99,"Colombia:Amazonas:Km 18",40,"2500","100","2012-04","forest: tropical broadleaf forest biome","","molds_above_5SD_median","3.890489753","5.215067192","21.57321665",9525,1867,82.26771654,0,0,3.68503937,0.020997375,-4.05,-69.99,"AV122","AV",26243,500,1343.8961038961,4.44753874694445,"broadleaf",4.44753874694445
"94","AV123",4.87,-75.25,"Colombia:Murillo",40,"2500","100","2012-04","shrubland: montane shrubland biome","","","2.300246592","11.14317346","29.21898928",4780,567,1.631799163,10.31380753,0.041841004,0.439330544,0.083682008,4.87,-75.25,"AV123","AV",26367,304,445.151515151515,4.21435485896391,"shrubland",4.21435485896391
"95","AV124",4.87,-75.17,"Colombia:Murillo",40,"2500","100","2012-04","forest: tropical broadleaf forest biome","","","0.292235972","18.54093954","50.39034776",8929,1171,9.407548438,21.11098667,0.134393549,5.342143577,0.571172584,4.87,-75.17,"AV124","AV",25646,453,831.011764705882,4.60278660951275,"broadleaf",4.60278660951275
"96","AV125",4.87,-75.13,"Colombia:Murillo",40,"2500","100","2012-04","forest: tropical broadleaf forest biome","","","-0.866488646","12.64931071","12.51914633",4794,804,2.273675428,34.64747601,0.208594076,2.065081352,4.130162703,4.87,-75.13,"AV125","AV",26003,440,721.282608695652,4.51546696036736,"broadleaf",4.51546696036736
"97","AV126",6.75,-75.49,"Colombia:Santa Rosa de Osos",40,"2500","100","2012-04","forest: tropical broadleaf forest biome","","molds_above_5SD_median","-1.011886585","19.28736437","42.71034693",5385,989,2.042711235,46.57381616,0.649953575,7.13091922,0.25998143,6.75,-75.49,"AV126","AV",28837,469,901.61797752809,4.7063375813707,"broadleaf",4.7063375813707
"98","AV127",6.71,-75.47,"Colombia:Santa Rosa de Osos",40,"2500","100","2012-04","forest: tropical broadleaf forest biome","","","-2.326478184","17.19807861","27.28299949",5812,1206,1.96145905,30.50584997,0.567790778,7.966276669,0.75705437,6.71,-75.47,"AV127","AV",28105,546,994.701923076923,5.19135645520269,"broadleaf",5.19135645520269
"99","AV128",6.7,-75.47,"Colombia:Santa Rosa de Osos",40,"2500","100","2012-04","forest: tropical broadleaf forest biome","","molds_above_5SD_median","-6.524020042","21.07926205","61.28316246",7319,970,2.172427927,47.45183768,4.139909824,4.700095641,0.368902856,6.7,-75.47,"AV128","AV",28898,451,729.446601941748,4.53038848094449,"broadleaf",4.53038848094449
"100","AV201",-0.64,-72.07,"Colombia:Amazonas:Pena Roja",40,"2500","100","2019-08-01","forest: tropical broadleaf forest biome","","","4.266538648","2.598520816","10.46417305",6675,731,15.91011236,4.988764045,0.209737828,16.41947566,0.823970037,-0.64,-72.07,"AV201","AV",19780,359,498.082191780822,4.75786325830272,"broadleaf",4.75786325830272
"101","AV203",-0.56,-72.11,"Colombia:Amazonas:Villa Azul:Sabana",40,"2500","100","2019-08-15","forest: tropical broadleaf forest biome","","","1.085153316","21.27771354","93.43713147",2213,367,33.57433348,2.349751469,0,28.10664257,0.271125169,-0.56,-72.11,"AV203","AV",19103,281,332.526315789474,4.34812426924251,"broadleaf",4.34812426924251
"102","AV204",-0.63,-72.09,"Colombia:Amazonas:Pena Roja",40,"2500","100","2019-08-01","forest: tropical broadleaf forest biome","","molds_above_5SD_median","3.57604328","8.973768856","16.41757576",4600,426,3.217391304,48.69565217,0,14.60869565,0.543478261,-0.63,-72.09,"AV204","AV",23292,252,365,3.40581353021249,"broadleaf",3.40581353021249
"103","AV205",-0.64,-72.07,"Colombia:Amazonas:Pena Roja",40,"2500","100","2019-08-01","forest: tropical broadleaf forest biome","","","4.303198556","2.892988437","4.497654321",4469,532,5.325576192,5.213694339,0.134258223,18.43812934,2.483777131,-0.64,-72.07,"AV205","AV",19780,342,473.291666666667,4.52044311201741,"broadleaf",4.52044311201741
"104","AV206",-0.62,-72.4,"Colombia:Puerto Santander:Cascada",40,"2500","100","2019-08-10","forest: tropical broadleaf forest biome","","","3.397378478","5.990959094","23.98690152",4327,550,3.096833834,7.742084585,0.0231107,24.93644557,0.485324705,-0.62,-72.4,"AV206","AV",26362,351,444.613333333333,4.93727516602417,"broadleaf",4.93727516602417
"105","AV207",-0.62,-72.4,"Colombia:Puerto Santander:Sitio El Infierno",40,"2500","100","2019-08-10","forest: tropical broadleaf forest biome","","","3.987950928","3.337518432","8.439650118",5809,543,3.821656051,7.195730763,0.017214667,10.81081081,0.671372009,-0.62,-72.4,"AV207","AV",26362,357,480.518518518519,5.17386096579471,"broadleaf",5.17386096579471
"106","AV208",-0.6,-72.41,"Colombia:Caquetá:Solano:Canon del diablo",40,"2500","100","2019-08-16","forest: tropical broadleaf forest biome","","","-0.098270793","7.428239485","38.76306154",4580,682,0.043668122,1.266375546,0.065502183,0.283842795,0.436681223,-0.6,-72.41,"AV208","AV",28555,419,636.3875,4.94383629303881,"broadleaf",4.94383629303881
"107","AV209",5.77,-73.43,"Colombia:Boyaca:Arcabuco:Madremonte",40,"2500","100","2019-08-11","forest: tropical broadleaf forest biome","","","0.159390273","20.86878826","125.2775739",4140,693,7.270531401,19.29951691,0.845410628,10.79710145,10.24154589,5.77,-73.43,"AV209","AV",28374,406,589.033707865168,5.0105948769856,"broadleaf",5.0105948769856
"108","AV211",4.88,-75.17,"Colombia:Tolima:Murillo:La Albania",40,"2500","100","2019-06-09","forest: tropical broadleaf forest biome","","","1.422163736","10.44598349","25.66810646",3533,825,2.57571469,34.07868667,0.509482027,2.122841778,0.424568356,4.88,-75.17,"AV211","AV",24718,465,719.403669724771,4.85442042345171,"broadleaf",4.85442042345171
"109","AV212",4.92,-75.27,"Colombia:Tolima:Murillo:Sector cabanas",40,"2500","100","2019-06-09","forest: tropical broadleaf forest biome","","","2.061905045","3.617159961","2.398931298",3016,749,0.298408488,37.5331565,0.198938992,0.596816976,0.033156499,4.92,-75.27,"AV212","AV",26649,479,644.833333333333,5.01924434080738,"broadleaf",5.01924434080738
"110","AV213",6.15,-75.44,"Colombia:Antioquia:Rionegro:San Vicente Fundacion",40,"2500","100","2019-08-03","forest: tropical broadleaf forest biome","non-native","","0.331198287","16.15744547","38.92655614",5344,593,8.645209581,7.166916168,0.056137725,2.526197605,2.208083832,6.15,-75.44,"AV213","AV",27952,337,558,4.36608951322554,"broadleaf",4.36608951322554
"111","AV214",6.26,-75.5,"Colombia:Antioquia:Medellin:Santa Elena:Vereda Mazo",40,"2500","100","2019-08-03","forest: tropical broadleaf forest biome","","","-1.147325481","17.26604646","92.90457391",2663,507,7.397671799,33.57116035,2.853924146,6.308674427,4.806609087,6.26,-75.5,"AV214","AV",21814,356,467.211764705882,4.57940387292917,"broadleaf",4.57940387292917
"112","AV215",4.88,-75.19,"Colombia:Tolima:Murillo:La Antena",40,"2500","100","2019-07-08","forest: tropical broadleaf forest biome","","molds_above_5SD_median","3.236647141","5.794380613","3.788095685",4030,668,0.049627792,49.03225806,0.397022333,0.17369727,0.099255583,4.88,-75.19,"AV215","AV",27662,389,637.75,4.34516277985129,"broadleaf",4.34516277985129
"113","AV216",4.88,-75.18,"Colombia:Tolima:Murillo",40,"2500","100","2019-07-08","forest: tropical broadleaf forest biome","non-native","","2.626985851","12.26643957","80.39173014",5702,625,0.035075412,13.10066643,0.157839355,1.017186952,0.08768853,4.88,-75.18,"AV216","AV",25396,306,553.517857142857,3.37514469686629,"broadleaf",3.37514469686629
"114","AV217",5.72,-73.43,"Colombia:Boyacá:Arcabuco:Rute Arcabuco-Villa de Leyva",40,"2500","100","2019-05-26","forest: tropical broadleaf forest biome","","","0.712384907","16.96336313","89.74693878",5535,554,0.325203252,4.173441734,0.379403794,1.951219512,8.256549232,5.72,-73.43,"AV217","AV",28344,353,461.544117647059,4.80153731908467,"broadleaf",4.80153731908467
"115","AV218",5.72,-73.47,"Colombia:Boyacá:Arcabuco:Rute Arcabuco-Villa de Leyva",40,"2500","100","2019-05-26","forest: tropical broadleaf forest biome","non-native","","0.051796412","15.98355373","49.65643049",4582,555,0.021824531,5.892623309,0.305543431,0.458315146,2.466171977,5.72,-73.47,"AV218","AV",24643,358,499.041095890411,4.32016748717068,"broadleaf",4.32016748717068
"116","AV219",-4,-69.9,"Colombia:Amazonas:El Zafire",40,"2500","100","2019-08-26","forest: tropical broadleaf forest biome","","","4.804854592","3.786798951","3.52624651",3089,392,3.981871156,0.582712852,2.525089026,13.37002266,8.967303334,-4,-69.9,"AV219","AV",23229,304,386.685185185185,4.77475401705578,"broadleaf",4.77475401705578
"117","AV220",-4.01,-69.9,"Colombia:Amazonas:El Zafire",40,"2500","100","2019-08-27","forest: tropical broadleaf forest biome","","","1.592321235","2.869699082","13.90906752",3797,378,3.1340532,0.026336582,1.027126679,10.5346326,3.160389781,-4.01,-69.9,"AV220","AV",20581,280,328.3,4.8438272619218,"broadleaf",4.8438272619218
"118","AV222",-4,-69.9,"Colombia:Amazonas:El Zafire",40,"2500","100","2019-08-28","forest: tropical broadleaf forest biome","","","5.583579203","2.698364544","9.049706667",3918,609,2.858601327,0.535987749,0.025523226,7.912200102,2.909647779,-4,-69.9,"AV222","AV",23229,420,577.08,5.30822996267949,"broadleaf",5.30822996267949
"119","AV223",-4.05,-69.99,"Colombia:Amazonas:Km 18",40,"2500","100","2019-08-29","forest: tropical broadleaf forest biome","","","5.330093617","2.086990812","8.109633547",6263,374,1.596678908,2.027782213,0,16.76512853,8.877534728,-4.05,-69.99,"AV223","AV",26243,220,301.848484848485,4.23667488984044,"broadleaf",4.23667488984044
"120","AV224",-4,-69.89,"Colombia:Amazonas:El Zafire",40,"2500","100","2019-08-27","forest: tropical broadleaf forest biome","","","4.283882378","5.963286409","18.13712717",7536,499,2.826433121,35.15127389,0.225583864,5.467091295,2.680467091,-4,-69.89,"AV224","AV",25674,294,389.630769230769,4.08017076686297,"broadleaf",4.08017076686297
"121","AV225",-3.99,-69.9,"Colombia:Amazonas:El Zafire",40,"2500","100","2019-08-28","forest: tropical broadleaf forest biome","","","0.579942083","5.332888046","4.553871435",6729,1388,0.906524001,1.515827017,0.089166295,0.92138505,0,-3.99,-69.9,"AV225","AV",21188,644,1000.66666666667,5.69669670496029,"broadleaf",5.69669670496029
"122","AV226",11.18,-74.24,"Colombia:Magdalena:Santa Marta:Gaira",40,"2500","100","2019-03-22","forest: tropical broadleaf forest biome","","","1.106694472","12.92337845","9.925829052",2813,873,4.443654461,8.602915037,0.568787771,4.834696054,0.391041593,11.18,-74.24,"AV226","AV",24663,579,777.680981595092,5.21551145307012,"broadleaf",5.21551145307012
"123","AV227",5.89,-74.85,"Colombia:Antioquia:San Luis:Reserva Natural Canon del Río Claro",40,"2500","100","2019-03-13","forest: tropical broadleaf forest biome","","","0.984810247","18.86958555","129.6012886",2156,539,3.617810761,28.29313544,0.556586271,3.803339518,0.231910946,5.89,-74.85,"AV227","AV",20346,415,514.011111111111,5.12435058481002,"broadleaf",5.12435058481002
"124","AV228",6.5,-75.55,"Colombia:Antioquia:Santa Rosa de Osos:Vereda Guanacas",40,"2500","100","2019-06-09","forest: tropical broadleaf forest biome","","","2.735039903","2.653572093","125.6305036",2900,598,2.482758621,24.17241379,0.689655172,6.379310345,0.793103448,6.5,-75.55,"AV228","AV",27820,447,567.778846153846,5.18967231608281,"broadleaf",5.18967231608281
"125","AV229",6.75,-75.48,"Colombia:Antioquia:Santa Rosa de Osos:El Chaquiro",40,"2500","100","2019-09-05","forest: tropical broadleaf forest biome","","","2.832342899","6.525516793","22.97558348",4259,423,3.263676919,17.51584879,0.04695938,3.122798779,1.220943884,6.75,-75.48,"AV229","AV",25113,239,388.875,3.51569439167438,"broadleaf",3.51569439167438
"126","B15",58.66,26.11,"Estonia",40,"2500","100","2017-06-26","forest: temperate coniferous forest biome","","","1.199125936","3.340156967","5.612698413",7671,874,0.20857776,5.553382871,0.02607222,0.20857776,0.482336071,58.66,26.11,"B15","B",28588,355,594.630769230769,4.61899649777982,"coniferous",4.61899649777982
"127","B2",58.21,26.69,"Estonia",40,"2500","100","2016-11-23","forest: temperate coniferous forest biome","","","0.434992834","1.651571496","26.6712233",2020,311,0,9.158415842,0,0,2.02970297,58.21,26.69,"B2","B",28622,234,303.837209302326,3.95355505286038,"coniferous",3.95355505286038
"128","B3",58.59,27.03,"Estonia",40,"2500","100","2017-03-24","forest: temperate coniferous forest biome","","","-0.939285653","1.739230163","15.07284542",3807,623,0.394011032,6.067769898,0.157604413,1.076963488,2.915681639,58.59,27.03,"B3","B",29379,376,551.182926829268,4.8722474117774,"coniferous",4.8722474117774
"129","B4",58.2,26.74,"Estonia",40,"2500","100","2016-11-23","forest: temperate coniferous forest biome","","","-0.181297191","2.092725986","15.56960352",6744,831,0.207591934,7.147093713,0.385527877,0.415183867,6.465005931,58.2,26.74,"B4","B",29016,352,566.666666666667,4.87828736415678,"coniferous",4.87828736415678
"130","B5",58.19,26.8,"Estonia",40,"2500","100","2016-11-24","forest: temperate coniferous forest biome","","","3.909062066","2.042620704","94.0226348",2028,313,0,2.613412229,0.049309665,0.147928994,0,58.19,26.8,"B5","B",27673,236,287.818181818182,4.02752066364487,"coniferous",4.02752066364487
"131","B8",58.79,26.69,"Estonia",40,"2500","100","2017-04-27","forest: temperate coniferous forest biome","","","0.860069711","0.842698945","8.037723077",3959,491,0.303106845,7.274564284,0.429401364,0.227330134,25.35993938,58.79,26.69,"B8","B",29984,293,433.368421052632,4.38520095218485,"coniferous",4.38520095218485
"132","B9",57.94,26.89,"Estonia",40,"2500","100","2017-06-02","forest: temperate coniferous forest biome","","","0.533822796","3.062505812","12.21643836",2318,387,0.301984469,14.53839517,0.043140638,0.5608283,8.886971527,57.94,26.89,"B9","B",23286,280,340.767857142857,4.71326269372575,"coniferous",4.71326269372575
"133","BB1",58.29,26.63,"Estonia",40,"2500","100","2016-10-27","forest: temperate coniferous forest biome","","","0.462201796","2.283072353","13.41655481",2688,320,0,5.84077381,0,0.074404762,0.558035714,58.29,26.63,"BB1","BB",25781,229,272.59649122807,4.24194892739684,"coniferous",4.24194892739684
"134","BB10",58.12,26.71,"Estonia",40,"2500","100","2017-06-27","forest: temperate coniferous forest biome","","","1.016318322","2.09264867","3.043597561",3537,594,0.197907831,9.640938649,0,0.169635284,0.593723494,58.12,26.71,"BB10","BB",28084,371,592.8125,4.9171835707654,"coniferous",4.9171835707654
"135","BB11",58.34,27.11,"Estonia",40,"2500","100","2017-06-26","forest: temperate coniferous forest biome","","","-0.245404228","5.6887495","20.06917797",3802,450,1.86743819,6.049447659,0.078905839,1.025775907,15.51814834,58.34,27.11,"BB11","BB",29478,278,395,4.21003751849329,"coniferous",4.21003751849329
